"id","art_type","classification","display_name","title","year","begin_year","medium","dimensions","current_location","gender","last_name","first_name","display_bio","birth_year","death_year"
"SKFK-2010-006","Crafts","Design","Sidsel Dorph-Jensen","Bowl with Layered Edges","2010",2010,"Britannia sølv","7 x 11 x 12 cm","SKFK-2010-006: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Dorph-Jensen","Sidsel","1973",1973,0
"SKFK-2011-054","Crafts","Andet","Sidsel Dorph-Jensen","Kagefad","2008",2008,"Brittania sølv","7 x 38 x 38 cm","SKFK-2011-054: Pelican lager: Hovedstaden, Købenahvns Kommune","k","Dorph-Jensen","Sidsel","1973",1973,0
"SKF-2000-086","Art","Maleri","Signe Guttormsen","Reset","2000",2000,"acryl på træ","100 x 100 cm","SKF-2000-086: Amager Hospital, Psykiatrisk Afdeling (Digevej 110), København S: Hovedstaden, København","k","Guttormsen","Signe","1964",1964,0
"SKF-2000-087","Art","Maleri","Signe Guttormsen","Reset","2000",2000,"acryl på træ","100 x 110 cm","SKF-2000-087: Amager Hospital, Psykiatrisk Afdeling (Digevej 110), København S: Hovedstaden, København","k","Guttormsen","Signe","1964",1964,0
"SKF-2003-107","Art","Maleri","Signe Guttormsen","Reset c","1999",1999,"akryl på træ","100 x 87 cm","SKF-2003-107: Frederikssund Gymnasium (Vidarsvej 16), Frederikssund: Hovedstaden, Frederikssund","k","Guttormsen","Signe","1964",1964,0
"SKF-2003-108","Art","Maleri","Signe Guttormsen","Reset g","1999",1999,"akryl på træ","100 x 100 cm","SKF-2003-108: Frederikssund Gymnasium (Vidarsvej 16), Frederikssund: Hovedstaden, Frederikssund","k","Guttormsen","Signe","1964",1964,0
"SKF-2003-109","Art","Maleri","Signe Guttormsen","Reset k","1999",1999,"akryl på træ","100 x 110 cm","SKF-2003-109: Frederikssund Gymnasium (Vidarsvej 16), Frederikssund: Hovedstaden, Frederikssund","k","Guttormsen","Signe","1964",1964,0
"SKF-2007-004","Art","Maleri","Signe Guttormsen","Left-Right No. 5","1997",1997,"Akryl på træ","33 x 36 cm","SKF-2007-004: Spjald skole (Skolegade 12): Midtjylland, Ringkøbing-Skjern","k","Guttormsen","Signe","1964",1964,0
"SKF-2007-005","Art","Maleri","Signe Guttormsen","Left-Right No. 15","1997",1997,"Akryl på træ","33 x 36 cm","SKF-2007-005: Spjald skole (Skolegade 12): Midtjylland, Ringkøbing-Skjern","k","Guttormsen","Signe","1964",1964,0
"SKF-2007-006","Art","Maleri","Signe Guttormsen","Left-Right No. 20","1998",1998,"Akryl på træ","33 x 36 cm","SKF-2007-006: Spjald skole (Skolegade 12): Midtjylland, Ringkøbing-Skjern","k","Guttormsen","Signe","1964",1964,0
"SKF-2007-007","Art","Maleri","Signe Guttormsen","Left-Right No. 22","1997",1997,"Akryl på træ","33 x 36 cm","SKF-2007-007: Spjald skole (Skolegade 12): Midtjylland, Ringkøbing-Skjern","k","Guttormsen","Signe","1964",1964,0
"SKF-2007-008","Art","Maleri","Signe Guttormsen","Left-Right No. 34","1998",1998,"Akryl på træ","33 x 36 cm","SKF-2007-008: Spjald skole (Skolegade 12): Midtjylland, Ringkøbing-Skjern","k","Guttormsen","Signe","1964",1964,0
"SKF-2011-109","Art","Maleri","Signe Guttormsen","Port 2525","2011",2011,"Akryl på aluminium","225 x 135 cm","SKF-2011-109: Rødkilde Gymnasium (Rødkildevej 42), Vejle: Syddanmark, Vejle","k","Guttormsen","Signe","1964",1964,0
"SKF-2011-110","Art","Maleri","Signe Guttormsen","Port 2541","2011",2011,"Akryl på aluminium","225 x 135 cm","SKF-2011-110: Rødkilde Gymnasium (Rødkildevej 42), Vejle: Syddanmark, Vejle","k","Guttormsen","Signe","1964",1964,0
"SKFK-1997-019","Crafts","Keramik","Signe Højmark","Tepotte","1997",1997,"lertøj, rød glasur","8,3 x 17,8 x 19 cm","SKFK-1997-019: Vejen Kunstmuseum (Østergade 4), Vejen: Syddanmark, Vejen","k","Højmark","Signe","1964",1964,0
"SKFK-1997-020","Crafts","Keramik","Signe Højmark","Tepotte","1997",1997,"lertøj, hvid glasur","8,3 x 17,8 x 19 cm","SKFK-1997-020: Vejen Kunstmuseum (Østergade 4), Vejen: Syddanmark, Vejen","k","Højmark","Signe","1964",1964,0
"SKFK-2004-010","Crafts","Andet","Signe Højmark","Spredning vægudsmykning","2004",2004,"begittet stentøj på akrylmalet træplade","200 x 150 x 40 cm","","k","Højmark","Signe","1964",1964,0
"SKF-2001-123","Art","Maleri","Signe Jais","Transportcomstar/satelitesystem I","2001",2001,"olie på lærred","90 x 120 cm","SKF-2001-123: Fødevaredirektoratet (Sønderskovvej 5), Lystrup: Midtjylland, Aarhus","k","Jais","Signe","1967",1967,0
"SKF-2001-124","Art","Maleri","Signe Jais","Transportcomstar/satelitesystem II","2001",2001,"olie på lærred","90 x 120 cm","SKF-2001-124: Fødevaredirektoratet (Sønderskovvej 5), Lystrup: Midtjylland, Aarhus","k","Jais","Signe","1967",1967,0
"SKF-2004-049","Art","Maleri","Signe Jais","Uden titel","2003",2003,"collage bemalet i sort ramme","27,7 x 38,3 cm","SKF-2004-049: Hvidovre Hospital (Kettegård Alle 30), Hvidovre: Hovedstaden, Hvidovre","k","Jais","Signe","1967",1967,0
"SKF-2004-050","Art","Maleri","Signe Jais","Uden titel","2003",2003,"collage bemalet i sort ramme","24,5 x 33,3 cm","SKF-2004-050: Hvidovre Hospital (Kettegård Alle 30), Hvidovre: Hovedstaden, Hvidovre","k","Jais","Signe","1967",1967,0
"SKF-2004-051","Art","Maleri","Signe Jais","Uden titel","2003",2003,"collage bemalet i sort ramme","46,5 x 40 cm","SKF-2004-051: Hvidovre Hospital (Kettegård Alle 30), Hvidovre: Hovedstaden, Hvidovre","k","Jais","Signe","1967",1967,0
"SKF-2012-028","Art","Collage","Signe Jais","Hotelværelse","2011",2011,"Bemalet finer, udklip, akrylmaling","40 x 60 cm","SKF-2012-028: Borupgaard Amtsgymnasium (Lautruphøj 9), Ballerup: Hovedstaden, Ballerup","k","Jais","Signe","1967",1967,0
"SKF-2012-029","Art","Collage","Signe Jais","Rekreativt Område","2011",2011,"Finer, udklip","40 x 50 cm","SKF-2012-029: Borupgaard Amtsgymnasium (Lautruphøj 9), Ballerup: Hovedstaden, Ballerup","k","Jais","Signe","1967",1967,0
"SKF-2012-030","Art","Collage","Signe Jais","Grænseland II","2011",2011,"Finer, udklip","51 x 55 cm","SKF-2012-030: Borupgaard Amtsgymnasium (Lautruphøj 9), Ballerup: Hovedstaden, Ballerup","k","Jais","Signe","1967",1967,0
"SKF-2013-076","Art","Maleri","Signe Jais","Lader","2013",2013,"Akryl, papir og udklip på finer","60 × 68 cm","SKF-2013-076: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKF-2013-077","Art","Maleri","Signe Jais","Grundudstykning","2013",2013,"Akryl, papir og udklip på finer","50 × 60 cm","SKF-2013-077: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKF-2013-078","Art","Maleri","Signe Jais","Del af serien \"Indeni og imellem husene\"","2013",2013,"Akryl, papir og udklip på finer","30 × 51 cm","SKF-2013-078: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKF-2013-079","Art","Maleri","Signe Jais","Del af serien \"Indeni og imellem husene\"","2013",2013,"Akryl, papir og udklip på finer","55 × 74 cm","SKF-2013-079: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKF-2013-080","Art","Maleri","Signe Jais","Del af serien \"Indeni og imellem husene\"","2013",2013,"Akryl, papir og udklip på finer","30 × 35 cm","SKF-2013-080: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKF-2013-081","Art","Maleri","Signe Jais","Del af serien \"Indeni og imellem husene\"","2013",2013,"Akryl, papir og udklip på finer","30 × 35 cm","SKF-2013-081: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKF-2013-082","Art","Maleri","Signe Jais","Del af serien \"Indeni og imellem husene\"","2013",2013,"Akryl, papir og udklip på finer","30 × 35 cm","SKF-2013-082: Borup skole (Hovedgaden 39): Sjælland, Køge","k","Jais","Signe","1967",1967,0
"SKFK-2004-034","Crafts","Keramik","Signe Schjøth","Uden titel, keramisk form","2004",2004,"keramik","28 x 50 x 35 cm","SKFK-2004-034: Odder Højskole Odder: Midtjylland, Odder","k","Schjøth","Signe","1974",1974,0
"SKFK-2007-009","Crafts","Keramik","Signe Schjøth","Hallucination blå","2006",2006,"Stentøj, akrylmaling","13 x 42 x 26 cm","SKFK-2007-009: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","k","Schjøth","Signe","1974",1974,0
"SKFK-2007-010","Crafts","Keramik","Signe Schjøth","Hallucination orange","2006",2006,"Stentøj, akrylmaling","17 x 39 x 26 cm","SKFK-2007-010: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","k","Schjøth","Signe","1974",1974,0
"SKF-2008-020","Art","Foto","Signe Vad","The Flight","2008",2008,"fotografi - c-print monteret på glas","100 x 164 cm","SKF-2008-020: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","k","Vad","Signe","1967",1967,0
"SKF-2009-009","Art","Foto","Signe Vad","The Decisive Moment 3","2007",2007,"c-print ed.3","100 x 80 cm","SKF-2009-009: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","k","Vad","Signe","1967",1967,0
"SKF-2009-010","Art","Foto","Signe Vad","The Decisive Moment 4","2007",2007,"c-print ed.3","100 x 80 cm","SKF-2009-010: Københavns Universitet Institut for Kunst- og kulturvidenskab (K: Hovedstaden, København","k","Vad","Signe","1967",1967,0
"SKF-1974-022","Art","Skulptur","Sigrid Lütken","Tang","1973",1973,"relief, bronze","35 x 35 cm","SKF-1974-022: Snedsted Centralskole (Hovedgaden 5), Snedsted: Nordjylland, Thisted","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-1983-024","Art","Skulptur","Sigrid Lütken","Fugle","1983",1983,"sleben bronze","62 cm","SKF-1983-024: Ribe Statsseminarium (Simon Hansens Vej 1), Ribe: Syddanmark, Esbjerg","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-1997-008","Art","Andet","Sigrid Lütken","Korn","1996",1996,"stentøjsrelief","35 x 52 cm","SKF-1997-008: Skovbakkeskolen (Tværgade 12), Odder: Midtjylland, Odder","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-1997-009","Art","Andet","Sigrid Lütken","Korn","1996",1996,"stentøjsrelief","22 x 23 cm","SKF-1997-009: Skovbakkeskolen (Tværgade 12), Odder: Midtjylland, Odder","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-1997-010","Art","Andet","Sigrid Lütken","Korn","1996",1996,"stentøjsrelief","31 x 41 cm","SKF-1997-010: Skovbakkeskolen (Tværgade 12), Odder: Midtjylland, Odder","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2000-004","Art","Skulptur","Sigrid Lütken","Fugl der klør sig","2000",0,"stentøj","45 x 45 x 26 cm","SKF-2000-004: Johannes Larsen Museet (, Møllebakken 14,): Syddanmark, Kerteminde","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2000-005","Art","Skulptur","Sigrid Lütken","Kornsøjle","2000",0,"stentøj","47 x 26 x 26 cm","SKF-2000-005: Johannes Larsen Museet (, Møllebakken 14,): Syddanmark, Kerteminde","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2000-006","Art","Andet","Sigrid Lütken","To svaner","2000",0,"stentøj","41 x 56 x 6 cm","SKF-2000-006: Johannes Larsen Museet (, Møllebakken 14,): Syddanmark, Kerteminde","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2000-007","Art","Andet","Sigrid Lütken","Tre hvide høns","2000",0,"stentøj","29 x 53 x 5 cm","SKF-2000-007: Johannes Larsen Museet (, Møllebakken 14,): Syddanmark, Kerteminde","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2006-002","Art","Skulptur","Sigrid Lütken","Søjle","2005",2005,"keramisk ler","64 x 34 x 34 cm","SKF-2006-002: Holbæk Seminarium (Seminarieparken 2), Holbæk: Sjælland, Holbæk","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2006-003","Art","Skulptur","Sigrid Lütken","Landet","2005",2005,"keramisk ler","49 x 32 x 32 cm","SKF-2006-003: Holbæk Seminarium (Seminarieparken 2), Holbæk: Sjælland, Holbæk","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-2006-004","Art","Skulptur","Sigrid Lütken","Hænder","2005",2005,"keramisk ler","22 x 27 x 27 cm","SKF-2006-004: Holbæk Seminarium (Seminarieparken 2), Holbæk: Sjælland, Holbæk","k","Lütken","Sigrid","1915 - 2008",1915,2008
"SKF-1966-005","Art","Maleri","Sigurd Swane","Før solfald, Sierra de Credos","1966",1966,"olie på lærred","52,5 x 52 cm","SKF-1966-005: Den Kommunale Højskole, Grenå: Midtjylland, Norddjurs","m","Swane","Sigurd","1879 - 1973",1879,1973
"SKF-1969-110","Art","Maleri","Sigurd Swane","Efterårsblomster l","1968",1968,"olie på lærred","70 x 50 cm","SKF-1969-110: Ribe Kunstmuseum (Sct. Nicolajgade 10), Ribe: Syddanmark, Esbjerg","m","Swane","Sigurd","1879 - 1973",1879,1973
"SKF-1969-204","Art","Maleri","Sigurd Swane","Øverst i Bedar","1964",1964,"olie på lærred","50 x 42 cm","SKF-1969-204: Gildhøjhjemmet (Park alle 165), Glostrup: Hovedstaden, Glostrup","m","Swane","Sigurd","1879 - 1973",1879,1973
"SKF-1965-014","Art","Grafik","Sigurd Vasegaard","A49 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","11,5 x 11,5 cm","SKF-1965-014: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-015","Art","Grafik","Sigurd Vasegaard","A52 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","11,5 x 11,5 cm","SKF-1965-015: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-016","Art","Grafik","Sigurd Vasegaard","A32 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","7,5 x 11,5 cm","SKF-1965-016: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-017","Art","Grafik","Sigurd Vasegaard","A48 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","7,5 x 11,5 cm","SKF-1965-017: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-018","Art","Grafik","Sigurd Vasegaard","A61a Illustrationer til Saxo\' Danmarkshistorie","1963",1963,"træsnit","11,5 x 11,5 cm","SKF-1965-018: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-019","Art","Grafik","Sigurd Vasegaard","B27 illustrationer til Saxo\' Danmarkshistorie","1963",1963,"træsnit","11,5 x 11,5 cm","SKF-1965-019: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-020","Art","Grafik","Sigurd Vasegaard","B26 Illustrationer til Saxo\' Danmarkshistorie","1963",1963,"træsnit","7,3 x 11,5 cm","SKF-1965-020: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-021","Art","Grafik","Sigurd Vasegaard","B23 Illustrationer til Saxo\' Danmarkshistorie","1963",1963,"træsnit","7,3 x 11,5 cm","SKF-1965-021: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-022","Art","Grafik","Sigurd Vasegaard","B9 Illustrationer til Saxo\' Danmarkshistorie","1963",1963,"træsnit","19 x 11,5 cm","SKF-1965-022: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-023","Art","Grafik","Sigurd Vasegaard","B16 Illustrationer til Saxo\' Danmarkshistorie","1963",1963,"træsnit","18,8 x 11,5 cm","SKF-1965-023: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-024","Art","Grafik","Sigurd Vasegaard","A63 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","11,5 x 11,5 cm","SKF-1965-024: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-025","Art","Grafik","Sigurd Vasegaard","A58 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","11,5 x 11,5 cm","SKF-1965-025: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-026","Art","Grafik","Sigurd Vasegaard","A50 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","7,3 x 11,5 cm","SKF-1965-026: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1965-027","Art","Grafik","Sigurd Vasegaard","A62 Illustrationer til Saxo\' Danmarkshistorie","1962",1962,"træsnit","7,3 x 11,5 cm","SKF-1965-027: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-124","Art","Grafik","Sigurd Vasegaard","01. Version Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","13,4 x 13,9 cm","SKF-1967-124: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-125","Art","Grafik","Sigurd Vasegaard","Sigurd Vasegaard - 54 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","13,4 x 14 cm","SKF-1967-125: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-126","Art","Grafik","Sigurd Vasegaard","01. Version. Sigurd Vasegaard - 54 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","13,3 x 13,9 cm","SKF-1967-126: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-127","Art","Grafik","Sigurd Vasegaard","- 54 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","13,4 x 14,1 cm","SKF-1967-127: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-128","Art","Grafik","Sigurd Vasegaard","Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19,2 x 19,9 cm","","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-129","Art","Grafik","Sigurd Vasegaard","Sigurd Vasegaard -55 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","7,7 x 13,9 cm","","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-130","Art","Grafik","Sigurd Vasegaard","Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19,6 x 20 cm","SKF-1967-130: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-131","Art","Grafik","Sigurd Vasegaard","Sigurd Vasegaard -54 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","7,6 x 13,9 cm","SKF-1967-131: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-132","Art","Grafik","Sigurd Vasegaard","Sigurd Vasegaard -53 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","20 x 20,4 cm","SKF-1967-132: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-133","Art","Grafik","Sigurd Vasegaard","Sigurd Vasegaard -63 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","7,4 x 11,5 cm","SKF-1967-133: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-134","Art","Grafik","Sigurd Vasegaard","D2 -65 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-134: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-135","Art","Grafik","Sigurd Vasegaard","D11 - Sigurd Vasegaard -65 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-135: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-136","Art","Grafik","Sigurd Vasegaard","D37 -66 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-136: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-137","Art","Grafik","Sigurd Vasegaard","D15 - Sigurd Vasegaard -66 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-137: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-138","Art","Grafik","Sigurd Vasegaard","D9 -65 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-138: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-139","Art","Grafik","Sigurd Vasegaard","D39 - Sigurd Vasegaard -66 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-139: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-140","Art","Grafik","Sigurd Vasegaard","D35 -66 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-140: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-141","Art","Grafik","Sigurd Vasegaard","D30 - Sigurd Vasegaard -64 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-141: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-142","Art","Grafik","Sigurd Vasegaard","D7 -60 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-142: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-143","Art","Grafik","Sigurd Vasegaard","D22 - Sigurd Vasegaard -65 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","19 x 11,5 cm","SKF-1967-143: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-144","Art","Grafik","Sigurd Vasegaard","D40 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","11,5 x 11,5 cm","SKF-1967-144: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-145","Art","Grafik","Sigurd Vasegaard","D38 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","11,5 x 11,5 cm","SKF-1967-145: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-146","Art","Grafik","Sigurd Vasegaard","B26 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","7,4 x 11,5 cm","SKF-1967-146: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-147","Art","Grafik","Sigurd Vasegaard","D29 - Sigurd Vasegaard -66 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","7,4 x 11,5 cm","SKF-1967-147: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-148","Art","Grafik","Sigurd Vasegaard","D28 -64 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","11,5 x 11,5 cm","SKF-1967-148: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-149","Art","Grafik","Sigurd Vasegaard","D6 - Sigurd Vasegaard -66 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","11,5 x 11,5 cm","SKF-1967-149: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
"SKF-1967-150","Art","Grafik","Sigurd Vasegaard","D12 Illustrationer til Saxo\'s Danmarkshistorie","1967",0,"træsnit","7,4 x 11,5 cm","SKF-1967-150: Købmandsskolen, Åbenraa (Dronning Margrethesvej), Aabenraa: Syddanmark, Aabenraabenraa","m","Vasegaard","Sigurd","1909 - 1967",1909,1967
