"id","art_type","classification","display_name","title","year","begin_year","medium","dimensions","current_location","gender","last_name","first_name","display_bio","birth_year","death_year"
"SKF-2008-023","Art","Skulptur","A kassen","Concrete Floor","2008",2008,"SKO, cement og statist","","SKF-2008-023: Fredericia Gymnasium (Nørrebrogade 88), Fredericia: Syddanmark, Fredericia","m",,,,0,0
"SKF-2008-024","Art","Skulptur","A kassen","Seen from below","2008",2008,"sko, stole, bord og statist","","SKF-2008-024: Elverdamsskolen, Tølløse (Sportsvej 3): Hovedstaden, Holbæk","m",,,,0,0
"SKF-2013-031","Art","Maleri","AVPD","Pleats","2013",2013,"Océ IJM113 Premium\nPaper FSC / 90 gr.","700 × 610 cm","SKF-2013-031: Stenhus Gymnasium (): Sjælland","m",,,,0,0
"SKF-2013-032","Art","Maleri","AVPD","Pleats","2013",2013,"Océ IJM113 Premium\nPaper FSC / 90 gr.","700 × 610 cm","SKF-2013-032: Stenhus Gymnasium (): Sjælland","m",,,,0,0
"SKF-2013-033","Art","Maleri","AVPD","Pleats","2013",2013,"Océ IJM113 Premium\nPaper FSC / 90 gr.","700 × 600 cm","SKF-2013-033: Stenhus Gymnasium (): Sjælland","m",,,,0,0
"SKF-2013-034","Art","Maleri","AVPD","Pleats","2013",2013,"Océ IJM113 Premium\nPaper FSC / 90 gr.","700 × 600 cm","SKF-2013-034: Stenhus Gymnasium (): Sjælland","m",,,,0,0
"SKFK-1988-036","Crafts","Keramik","Aage Birch","Lågkrukke","1988",1988,"Stentøj, brun m. 4 bambuspinde","49 x 12 cm","SKFK-1988-036: Det Danske Kunstindustrimuseum (Bredgade 68), København K: Hovedstaden, København","m","Birch","Aage","1941",1941,0
"SKFK-1990-005","Crafts","Keramik","Aage Birch","Vase","1989",1989,"Stentøj","45 cm","SKFK-1990-005: Statens Kunstfond: Hovedstaden, København","m","Birch","Aage","1941",1941,0
"SKFK-1990-006","Crafts","Keramik","Aage Birch","Sort form","1990",1990,"Muffelbr., stentøj","25 cm","SKFK-1990-006: Statens Kunstfond: Hovedstaden, København","m","Birch","Aage","1941",1941,0
"SKFK-1994-039","Crafts","Keramik","Aage Birch","Krukke","1994",1994,"stentøj, sinterbegitte gul rust","39 x 36 x 12 cm","SKFK-1994-039: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","m","Birch","Aage","1941",1941,0
"SKFK-1994-040","Crafts","Keramik","Aage Birch","Krukke","1994",1994,"stentøj, sinterbegitte gul rust","35 x 45 x 12 cm","SKFK-1994-040: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","m","Birch","Aage","1941",1941,0
"SKFK-1994-041","Crafts","Keramik","Aage Birch","Krukke","1994",1994,"stentøj, sinterbegitte gul rust","35 x 46 x 12 cm","SKFK-1994-041: Kulturstyrelsen (H. C. Andersens Boulevard 2): Hovedstaden, København","m","Birch","Aage","1941",1941,0
"SKFK-2005-026","Crafts","Keramik","Aage Birch","Uden titel, skulptur","2005",2005,"keramik + jern","37 x 62 x 12 cm","SKFK-2005-026: Odder Højskole Odder: Midtjylland, Odder","m","Birch","Aage","1941",1941,0
"SKFK-1973-042","Crafts","Design","Aage Helbig Hansen","Vandkande med indsnit","1955",1955,"rustfrit stål","23 cm","SKFK-1973-042: CVU Jelling (Vejlevej 2), Jelling: Syddanmark, Vejle","m","Hansen","Aage Helbig","1915 - 2014",1915,2014
"SKFK-1973-043","Crafts","Grafik","Aage Helbig Hansen","Arbejdstegning af vandkande","1955",1955,"","295 x 210 cm","SKFK-1973-043: CVU Jelling (Vejlevej 2), Jelling: Syddanmark, Vejle","m","Hansen","Aage Helbig","1915 - 2014",1915,2014
"SKFK-1973-044","Crafts","Grafik","Aage Helbig Hansen","Arbejdstegning af vandkande","1960",1960,"","295 x 420 cm","SKFK-1973-044: CVU Jelling (Vejlevej 2), Jelling: Syddanmark, Vejle","m","Hansen","Aage Helbig","1915 - 2014",1915,2014
"SKF-1965-112","Art","Grafik","Aage Schmidt","Opstilling","1965",1965,"radering","8,5 x 13 cm","SKF-1965-112: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Schmidt","Aage","1931",1931,0
"SKF-1965-113","Art","Grafik","Aage Schmidt","Parken","1965",1965,"radering","8,7 x 12,8 cm","SKF-1965-113: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Schmidt","Aage","1931",1931,0
"SKF-1965-114","Art","Grafik","Aage Schmidt","Grusværk","1962",1962,"radering","24,6 x 32,1 cm","SKF-1965-114: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Schmidt","Aage","1931",1931,0
"SKF-1965-115","Art","Grafik","Aage Schmidt","Grusværket","1962",1962,"radering","24,8 x 29,7 cm","SKF-1965-115: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Schmidt","Aage","1931",1931,0
"SKF-1965-116","Art","Grafik","Aage Schmidt","Landskab","1963",1963,"radering","24,7 x 31,7 cm","SKF-1965-116: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Schmidt","Aage","1931",1931,0
"SKF-1968-060","Art","Grafik","Aage Schmidt","Selvportræt","1963",1963,"akvatinte","19 x 14,5 cm","","m","Schmidt","Aage","1931",1931,0
"SKF-1968-061","Art","Grafik","Aage Schmidt","Modeller i atelier","1963",1963,"ætsning","24,7 x 26 cm","","m","Schmidt","Aage","1931",1931,0
"SKF-2009-091","Art","Foto","Absalon Windeløv Kirkeby","Echo","2009",2009,"3 x ink-jet print on paper. Ed. 1/3 (tre dele)","83 x 369 cm","SKF-2009-091: Fredericia Gymnasium (Nørrebrogade 88), Fredericia: Syddanmark, Fredericia","m","Kirkeby","Absalon Windeløv","1983",1983,0
"SKF-1965-099","Art","Skulptur","Adam Fischer","Ung pige fra Kreta","1953",1953,"polycromt uglaseret chamottestentøj","1,3 cm","SKF-1965-099: Silkeborg Kunstmuseum (Gudenåvej 7-9), Silkeborg: Midtjylland, Silkeborg","m","Fischer","Adam","1888 - 1968",1888,1968
"SKF-1967-208","Art","Skulptur","Adam Fischer","Fransk soldat","1918",1918,"kunststen","51 cm","SKF-1967-208: Statens Museum For Kunst (Sølvgade 48-50), København K: Hovedstaden, København","m","Fischer","Adam","1888 - 1968",1888,1968
"SKF-2008-085","Art","Foto","Adam Jeppesen","Cl-Huasco-05-02-07","2007",2007,"lamda print, edition af 5","176 x 206 cm","","m","Jeppesen","Adam","1978",1978,0
"SKF-2008-086","Art","Foto","Adam Jeppesen","US- Mendota-03-03-07","2007",2007,"lamda print, edition af 5","176 x 206 cm","","m","Jeppesen","Adam","1978",1978,0
"SKF-2008-116","Art","Foto","Adam Jeppesen","DK - Ørestaden - 07-14-07","2007",2007,"foto, lamda-print","120 x 152 cm","SKF-2008-116: Københavns åbne Gymnasium (Sjælør Boulevard 133), Valby: Hovedstaden, København","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-144","Art","Foto","Adam Jeppesen","xcopy III","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-144: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-145","Art","Foto","Adam Jeppesen","xcopy XI","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-145: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-146","Art","Foto","Adam Jeppesen","xcopy XII","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-146: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-147","Art","Foto","Adam Jeppesen","xcopy X","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-147: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-148","Art","Foto","Adam Jeppesen","xcopy VII","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-148: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-149","Art","Foto","Adam Jeppesen","xcopy V","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-149: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-2011-150","Art","Foto","Adam Jeppesen","xcopy IV","2011",2011,"Photocopy / indrammet","58 x 48 cm","SKF-2011-150: Odder Gymnasium (Østermarksvej 25): Midtjylland, Odder","m","Jeppesen","Adam","1978",1978,0
"SKF-1974-079","Art","Skulptur","Adam Pivat","Det er min fars drømme, hans stemme var meget skrækkelig","1974",1974,"hvalrostand","13 cm","","m","Pivat","Adam",,0,0
"SKF-1974-080","Art","Skulptur","Adam Pivat","Åndemaneren Mitsuamiangas hjælpeånd","1973",1973,"hvalrostand","7 cm","","m","Pivat","Adam",,0,0
"SKF-1974-081","Art","Skulptur","Adam Pivat","Åndemaneren Mitsuamiangas hjælpeånd Ajumaq","1973",1973,"hvalrostand","12 cm","","m","Pivat","Adam",,0,0
"SKF-1974-082","Art","Skulptur","Adam Pivat","En ånd","1973",1973,"hvalrostand","6 cm","","m","Pivat","Adam",,0,0
"SKF-1974-083","Art","Skulptur","Adam Pivat","Hvidhval","1973",1973,"hvalrostand","1 cm","","m","Pivat","Adam",,0,0
"SKF-1974-084","Art","Skulptur","Adam Pivat","Sæl","1973",1973,"hvalrostand","13 cm","","m","Pivat","Adam",,0,0
"SKF-2009-099","Art","Grafik","Adam Saks","Loyal to None","2009",2009,"træsnit","100 x 140 cm","SKF-2009-099: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-100","Art","Grafik","Adam Saks","Run Ram","2009",2009,"træsnit","100 x 140 cm","SKF-2009-100: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-101","Art","Grafik","Adam Saks","Who Dares Wins","2009",2009,"træsnit","100 x 140 cm","SKF-2009-101: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-102","Art","Grafik","Adam Saks","Each to His Own","2009",2009,"træsnit","100 x 140 cm","SKF-2009-102: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-103","Art","Grafik","Adam Saks","Uden titel","2009",2009,"kobberradering","39 x 27 cm","SKF-2009-103: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-104","Art","Grafik","Adam Saks","Uden titel","2009",2009,"kobberradering","39 x 27 cm","SKF-2009-104: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-105","Art","Grafik","Adam Saks","Uden titel","2009",2009,"kobberradering","39 x 27 cm","SKF-2009-105: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-106","Art","Grafik","Adam Saks","Uden titel","2009",2009,"kobberradering","39 x 27 cm","SKF-2009-106: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-107","Art","Grafik","Adam Saks","Uden titel","2009",2009,"kobberradering","39 x 27 cm","SKF-2009-107: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-2009-108","Art","Grafik","Adam Saks","Uden titel","2009",2009,"kobberradering","39 x 27 cm","SKF-2009-108: Kulturværftet (Allegade 2): Hovedstaden, Helsingør","m","Saks","Adam","1974",1974,0
"SKF-1998-047","Art","Foto","Agneta Werner","aktsamling No. 2","1998",1998,"cibacrome fotografi","180 x 442 cm","SKF-1998-047: Retten i Brædstrup/Horsens (Rådhustorvet 1), Horsens: Midtjylland, Horsens","k","Werner","Agneta","1952",1952,0
"SKF-1966-161","Art","Maleri","Agnete Bjerre","Nat","1966",1966,"olie på lærred","100 x 100 cm","SKF-1966-161: Nørre Hospital / Plejecentret Sølund (Ryesgade 15-16), København: Hovedstaden, København","k","Bjerre","Agnete","1924",1924,0
"SKF-1966-162","Art","Maleri","Agnete Bjerre","En kvindefigur","1966",1966,"olie på lærred","99 x 99 cm","SKF-1966-162: Nørre Hospital / Plejecentret Sølund (Ryesgade 15-16), København: Hovedstaden, København","k","Bjerre","Agnete","1924",1924,0
"SKF-1969-238","Art","Maleri","Agnete Bjerre","Figurbillede nr. 2","1969",1969,"olie på lærred","120 x 101 cm","SKF-1969-238: Nakskov Amtssygehus: Sjælland, Lolland","k","Bjerre","Agnete","1924",1924,0
"SKF-1983-145","Art","Maleri","Agnete Bjerre","Figur ved Vesterhavet","1983",1983,"olie på lærred","93 x 100 cm","","k","Bjerre","Agnete","1924",1924,0
"SKF-1992-097","Art","Maleri","Agnete Bjerre","Aften 87, olie på lærred","1987",1987,"","90 x 140 cm","SKF-1992-097: Kunstbygningen i Vraa (Højskolevej 1), Vrå: Nordjylland, Hjørring","k","Bjerre","Agnete","1924",1924,0
"SKF-2010-042","Art","Maleri","Agnete Bjerre","Figurbillede","2010",2010,"Olie på lærred","100 x 100 cm","SKF-2010-042: Skive Bibliotek: Midtjylland, Skive","k","Bjerre","Agnete","1924",1924,0
"SKFK-1990-057","Smykker","Smykker-Broche","Agnete Dinesen","Broche","1990",1990,"Porfyr, 18 karat guld","Højde: 0,7cm. Bredde: 4,2 cm. Længde: 8 cm. Vægt: 26 gram.","SKFK-1990-057: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Dinesen","Agnete","1943",1943,0
"SKFK-1995-030","Smykker","Smykker-Halssmykke","Agnete Dinesen","Halssmykke","1992",1992,"Sølv, flint","Højde: 0,5 cm. Bredde: 1,7 cm. Længde: 44,5 cm. \nLængdemål angiver kædens længde i udstrakt tilstand.\n","SKFK-1995-030: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Dinesen","Agnete","1943",1943,0
"SKFK-1997-001","Smykker","Smykker-Fingerring","Agnete Dinesen","Ring","1997",1997,"Guld, lapis lazuli\n","Indre diameter: 1,5 cm. Højde: 3,5 cm. Bredde: 3,1 cm. Længde: 2,4 cm. Indre omkreds: 5,2 cm. \nVægt: 14 gram (Ikke-cirkulær ring. Diameter er ca. mål)\nRingstørrelse: 6\n","SKFK-1997-001: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Dinesen","Agnete","1943",1943,0
"SKFK-1997-002","Smykker","Smykker-Fingerring","Agnete Dinesen","Ring","1997",1997,"Guld med rav","Indre diameter: 1,5 cm. Højde: 3,3 cm. Bredde: 3,5 cm. Længde: 2,4 cm. Indre omkreds: 5,1 cm. \nVægt: 8 gram (Ikke-cirkulær ring. Diameter er et ca. mål). \nRingstørrelse: 6\n","SKFK-1997-002: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Dinesen","Agnete","1943",1943,0
"SKFK-1997-003","Smykker","Smykker-Fingerring","Agnete Dinesen","Ring","1997",1997,"Guld med basalt","Indre diameter: 1,5 cm. Højde: 3,3 cm. Bredde: 3,5 cm. Længde: 2,4 cm. Indre omkreds: 5,3 cm. Vægt: 14 gram (Ikke-cirkulær ring. Diameter er et ca. mål)\nRingstørrelse: 6\n","SKFK-1997-003: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Dinesen","Agnete","1943",1943,0
"SKFK-1997-004","Smykker","Smykker-Fingerring","Agnete Dinesen","Ring","1997",1997,"Guld med grøn kvarts","Indre diameter: 1,4 cm. Højde: 3,3 cm. Bredde: 3,2 cm. Længde: 2,3 cm. Indre omkreds: 4,8 cm. Vægt: 12 gram (Ikke-cirkulær ring. Diameter er et ca. mål.)\nRingstørrelse: 5\n","SKFK-1997-004: Designmuseum Danmark - Smykkesamling: Hovedstaden, København","k","Dinesen","Agnete","1943",1943,0
"SKF-1965-119","Art","Skulptur","Agnete Madsen","Statuette","1965",1965,"bronze","46,5 cm","SKF-1965-119: Bramminge Byskole (Bakkevej), Bramming: Syddanmark, Esbjerg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1967-035","Art","Skulptur","Agnete Madsen","Portræthoved","1963",1963,"bronze","38 cm","SKF-1967-035: Bramminge Byskole (Bakkevej), Bramming: Syddanmark, Esbjerg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1969-092","Art","Relief","Agnete Madsen","Skitse til relief","1969",1969,"gips","15 x 32 cm","SKF-1969-092: Nakskov Amtssygehus: Sjælland, Lolland","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1975-293","Art","Skulptur","Agnete Madsen","Portræthoved","1975",0,"bronze","30 cm","SKF-1975-293: Ålborg Katedralskole Aalborg: Nordjylland, Aalborg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1977-050","Art","Tegning","Agnete Madsen","Uden titel","1977",1977,"blyant","30,5 x 38 cm","SKF-1977-050: Ålborg Katedralskole Aalborg: Nordjylland, Aalborg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1977-051","Art","Tegning","Agnete Madsen","Uden titel","1977",1977,"blyant","24 x 34 cm","SKF-1977-051: Ålborg Katedralskole Aalborg: Nordjylland, Aalborg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1977-052","Art","Tegning","Agnete Madsen","Uden titel","1977",1977,"blyant","24 x 32,5 cm","SKF-1977-052: Ålborg Katedralskole Aalborg: Nordjylland, Aalborg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1977-053","Art","Tegning","Agnete Madsen","Uden titel","1977",1977,"blyant","24 x 32,5 cm","SKF-1977-053: Ålborg Katedralskole Aalborg: Nordjylland, Aalborg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1977-145","Art","Skulptur","Agnete Madsen","Hest","1977",1977,"bronze","59 cm","SKF-1977-145: Ålborg Katedralskole Aalborg: Nordjylland, Aalborg","k","Madsen","Agnete","1923 - 1997",1923,1997
"SKF-1970-183","Art","Maleri","Agnete Therkildsen","Roemark","1957",1957,"olie på lærred","61 x 68 cm","SKF-1970-183: Carl Nielsen skolen (5653 Nørre Lyndelse), Kerteminde: Syddanmark, Kerteminde","k","Therkildsen","Agnete","1900 - 1993",1900,1993
"SKF-1970-184","Art","Maleri","Agnete Therkildsen","To køer","1960",1960,"olie på lærred","48 x 61 cm","SKF-1970-184: Carl Nielsen skolen (5653 Nørre Lyndelse), Kerteminde: Syddanmark, Kerteminde","k","Therkildsen","Agnete","1900 - 1993",1900,1993
"SKF-1976-225","Art","Collage","Agnete Therkildsen","Collage med bogstaver","1971",1971,"collage","25 x 35 cm","SKF-1976-225: Den danske Diakonissestiftelse (Peder Bangsvej 1), Frederiksberg: Hovedstaden, Frederiksberg","k","Therkildsen","Agnete","1900 - 1993",1900,1993
"SKF-1976-226","Art","Collage","Agnete Therkildsen","Rødt og blåt","1969",1969,"","","SKF-1976-226: Den danske Diakonissestiftelse (Peder Bangsvej 1), Frederiksberg: Hovedstaden, Frederiksberg","k","Therkildsen","Agnete","1900 - 1993",1900,1993
"SKF-1986-041","Art","Tegning","Agnete Therkildsen","Collage 1985, collage","1986",1986,"","62 x 45 cm","SKF-1986-041: Ålborg Psykiatriske Sygehus (Mølleparkvej 10), Aalborg: Nordjylland, Aalborg","k","Therkildsen","Agnete","1900 - 1993",1900,1993
"SKF-1986-042","Art","Tegning","Agnete Therkildsen","Collage 1985, collage","1986",1986,"","55 x 34,5 cm","SKF-1986-042: Ålborg Psykiatriske Sygehus (Mølleparkvej 10), Aalborg: Nordjylland, Aalborg","k","Therkildsen","Agnete","1900 - 1993",1900,1993
"SKF-1965-304","Art","Akvarel","Agnete Varming","Quatro Corroguati","1961",1961,"akvarel","16,5 x 20,1 cm","","k","Varming","Agnete","1897 - 1983",1897,1983
"SKF-1965-305","Art","Akvarel","Agnete Varming","Madonna","1965",0,"akvarel","22,5 x 11,3 cm","","k","Varming","Agnete","1897 - 1983",1897,1983
"SKF-1965-306","Art","Akvarel","Agnete Varming","Piazza di Spagna","1965",0,"akvarel","19,8 x 31,1 cm","","k","Varming","Agnete","1897 - 1983",1897,1983
"SKF-1977-120","Art","Akvarel","Agnete Varming","Uden titel","1977",0,"akvarel","18,5 x 23 cm","","k","Varming","Agnete","1897 - 1983",1897,1983
"SKF-1977-121","Art","Akvarel","Agnete Varming","Uden titel","1977",0,"akvarel","22 x 28,5 cm","","k","Varming","Agnete","1897 - 1983",1897,1983
"SKFK-1970-009","Crafts","Keramik","Agnethe Jørgensen","Fantasi","1969",1969,"stentøj","6 x 30 x 24 cm","SKFK-1970-009: Brande Kommune (Centerparken 1), Brande: Midtjylland, Ikast-Brande","k","Jørgensen","Agnete","1918 - 2011",1918,2011
"SKF-1976-180","Art","Grafik","Aka Høegh","Katangutika (mine søskende)","1973",1973,"koldnålsradering","15,5 x 20 cm","SKF-1976-180: Hyltebjerg skole (Hanstholmvej 10), Vanløse: Hovedstaden, København","k","Høegh","Aka","1947",1947,0
"SKF-1976-181","Art","Grafik","Aka Høegh","Kûk (elven)","1973",1973,"koldnålsradering","18,5 x 24,5 cm","SKF-1976-181: Hyltebjerg skole (Hanstholmvej 10), Vanløse: Hovedstaden, København","k","Høegh","Aka","1947",1947,0
"SKF-1976-182","Art","Grafik","Aka Høegh","Tingmiak (fuglen)","1973",1973,"linoleumsnit","13 x 16 cm","SKF-1976-182: Hyltebjerg skole (Hanstholmvej 10), Vanløse: Hovedstaden, København","k","Høegh","Aka","1947",1947,0
"SKF-1976-183","Art","Grafik","Aka Høegh","Arnak imap kiqdlinqanitok (kvinden ved havet)","1973",1973,"linoleumsnit","25 x 25,5 cm","SKF-1976-183: Hyltebjerg skole (Hanstholmvej 10), Vanløse: Hovedstaden, København","k","Høegh","Aka","1947",1947,0
"SKF-1967-234","Art","Maleri","Aksel Jensen","Blå kasserolle","1967",1967,"olie på lærred","22 x 26 cm","","m","Jensen","Aksel","1914 - 2005",1914,2005
"SKF-1967-235","Art","Maleri","Aksel Jensen","Tre popler","1967",1967,"olie på lærred","32 x 38 cm","SKF-1967-235: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Jensen","Aksel","1914 - 2005",1914,2005
"SKF-1967-236","Art","Maleri","Aksel Jensen","Pige med violin","1967",1967,"olie på lærred","44,5 x 34,5 cm","SKF-1967-236: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Jensen","Aksel","1914 - 2005",1914,2005
"SKF-1967-237","Art","Maleri","Aksel Jensen","Aftenbillede","1967",1967,"olie på lærred","45,5 x 54,5 cm","SKF-1967-237: Fårevejle centralskole Fårevejle: Sjælland, Odsherred","m","Jensen","Aksel","1914 - 2005",1914,2005
"SKF-2003-154","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-154: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-155","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-155: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-156","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-156: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-157","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-157: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-158","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-158: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-159","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-159: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-160","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-160: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-161","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-161: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-162","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-162: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-163","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-163: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-164","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-164: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-165","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-165: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-166","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-166: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-167","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-167: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-168","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-168: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-169","Art","Tegning","Al Masson","Salon","2003",2003,"tush på papir","42 x 59 cm","SKF-2003-169: Aabenraa Statsskole (Forst Allé 14), Aabenraa: Syddanmark, Aabenraa","m","Masson","Al","-1952",1952,0
"SKF-2003-053","Art","Maleri","Alba S. Enström","Vertigo","2002",2002,"olie på masonit","157 x 122 cm","SKF-2003-053: UC-syd (Lembckesvej 3-7), Haderslev: Syddanmark, Haderslev","m","Enström","Alba S.","1960",1960,0
"SKF-2003-054","Art","Maleri","Alba S. Enström","Andy Warhol and Jan by the electric chair","1999",1999,"olie på lærred","60 x 73 cm","SKF-2003-054: UC-syd (Lembckesvej 3-7), Haderslev: Syddanmark, Haderslev","m","Enström","Alba S.","1960",1960,0
"SKF-1965-065","Art","Tegning","Albert Mertz","Værkførerens Dans","1964",1964,"gouache","23,9 x 31,8 cm","SKF-1965-065: Skive Gymnasium (og HF Egerisvej 180), Skive: Midtjylland, Skive","m","Mertz","Albert","1920 - 1990",1920,1990
"SKF-1965-066","Art","Tegning","Albert Mertz","Natlig forsamling","1964",1964,"gouache","43,9 x 31 cm","SKF-1965-066: Nordjyllands Kunstmuseum (Kong Christians Alle 50), Aalborg: Nordjylland, Aalborg","m","Mertz","Albert","1920 - 1990",1920,1990
